system:index,date,ndti_mean,.geo
798,2016-03-09,-0.07857457128996284,"{""type"":""MultiPoint"",""coordinates"":[]}"
799,2016-03-10,-0.08350549404210254,"{""type"":""MultiPoint"",""coordinates"":[]}"
800,2016-03-11,-0.08660446529822846,"{""type"":""MultiPoint"",""coordinates"":[]}"
801,2016-03-12,-0.0862845564559082,"{""type"":""MultiPoint"",""coordinates"":[]}"
802,2016-03-13,-0.05849897658821265,"{""type"":""MultiPoint"",""coordinates"":[]}"
803,2016-03-14,-0.030440874752596037,"{""type"":""MultiPoint"",""coordinates"":[]}"
804,2016-03-15,-0.002514247636317061,"{""type"":""MultiPoint"",""coordinates"":[]}"
805,2016-03-16,-0.02849425552478876,"{""type"":""MultiPoint"",""coordinates"":[]}"
806,2016-03-17,-0.008343659503434592,"{""type"":""MultiPoint"",""coordinates"":[]}"
807,2016-03-18,-0.037304051838109684,"{""type"":""MultiPoint"",""coordinates"":[]}"
808,2016-03-19,-0.06233078988684196,"{""type"":""MultiPoint"",""coordinates"":[]}"
809,2016-03-20,-0.03505396739205314,"{""type"":""MultiPoint"",""coordinates"":[]}"
810,2016-03-21,-0.039078597308945806,"{""type"":""MultiPoint"",""coordinates"":[]}"
811,2016-03-22,-0.045578638075088405,"{""type"":""MultiPoint"",""coordinates"":[]}"
812,2016-03-23,-0.06813108117324397,"{""type"":""MultiPoint"",""coordinates"":[]}"
813,2016-03-24,-0.036762975271032665,"{""type"":""MultiPoint"",""coordinates"":[]}"
814,2016-03-25,-0.06526142232911411,"{""type"":""MultiPoint"",""coordinates"":[]}"
815,2016-03-26,-0.005791958829432377,"{""type"":""MultiPoint"",""coordinates"":[]}"
816,2016-03-27,-0.07695463496034409,"{""type"":""MultiPoint"",""coordinates"":[]}"
817,2016-03-28,-0.008338631279812388,"{""type"":""MultiPoint"",""coordinates"":[]}"
818,2016-03-29,-0.021359698781106728,"{""type"":""MultiPoint"",""coordinates"":[]}"
819,2016-03-30,-0.06662948625681381,"{""type"":""MultiPoint"",""coordinates"":[]}"
820,2016-03-31,-0.05651893436068772,"{""type"":""MultiPoint"",""coordinates"":[]}"
821,2016-04-01,-0.057943343171776414,"{""type"":""MultiPoint"",""coordinates"":[]}"
822,2016-04-02,-0.0527711786642779,"{""type"":""MultiPoint"",""coordinates"":[]}"
823,2016-04-03,-0.06406912934253245,"{""type"":""MultiPoint"",""coordinates"":[]}"
824,2016-04-04,-0.07562452498398561,"{""type"":""MultiPoint"",""coordinates"":[]}"
825,2016-04-05,-0.03625671423088092,"{""type"":""MultiPoint"",""coordinates"":[]}"
826,2016-04-06,-0.05416613343576418,"{""type"":""MultiPoint"",""coordinates"":[]}"
827,2016-04-07,-0.05239104673699191,"{""type"":""MultiPoint"",""coordinates"":[]}"
828,2016-04-08,-0.07579012064130777,"{""type"":""MultiPoint"",""coordinates"":[]}"
829,2016-04-09,0.004113565893111998,"{""type"":""MultiPoint"",""coordinates"":[]}"
830,2016-04-10,-0.01844737395738074,"{""type"":""MultiPoint"",""coordinates"":[]}"
831,2016-04-11,-0.06838923070371015,"{""type"":""MultiPoint"",""coordinates"":[]}"
832,2016-04-12,-0.008773222150616043,"{""type"":""MultiPoint"",""coordinates"":[]}"
833,2016-04-13,-0.015110309926294137,"{""type"":""MultiPoint"",""coordinates"":[]}"
834,2016-04-14,-0.04283297203898752,"{""type"":""MultiPoint"",""coordinates"":[]}"
835,2016-04-15,-0.06640917514733559,"{""type"":""MultiPoint"",""coordinates"":[]}"
836,2016-04-16,-0.05821454579096692,"{""type"":""MultiPoint"",""coordinates"":[]}"
837,2016-04-17,-0.04904026837417796,"{""type"":""MultiPoint"",""coordinates"":[]}"
838,2016-04-18,-0.04350324467640356,"{""type"":""MultiPoint"",""coordinates"":[]}"
839,2016-04-19,-0.06532325179856807,"{""type"":""MultiPoint"",""coordinates"":[]}"
840,2016-04-20,-0.044896594516315294,"{""type"":""MultiPoint"",""coordinates"":[]}"
841,2016-04-21,-0.011062302430979698,"{""type"":""MultiPoint"",""coordinates"":[]}"
842,2016-04-22,-0.05117569236513629,"{""type"":""MultiPoint"",""coordinates"":[]}"
843,2016-04-23,-0.047535807905793044,"{""type"":""MultiPoint"",""coordinates"":[]}"
844,2016-04-24,-0.0660527265263922,"{""type"":""MultiPoint"",""coordinates"":[]}"
845,2016-04-25,-0.037027665639910806,"{""type"":""MultiPoint"",""coordinates"":[]}"
846,2016-04-26,-0.0711043665744654,"{""type"":""MultiPoint"",""coordinates"":[]}"
847,2016-04-27,-0.05427136356625031,"{""type"":""MultiPoint"",""coordinates"":[]}"
848,2016-04-28,-0.05387701139449081,"{""type"":""MultiPoint"",""coordinates"":[]}"
849,2016-04-29,-0.07809869561268866,"{""type"":""MultiPoint"",""coordinates"":[]}"
850,2016-04-30,-0.042939042199184714,"{""type"":""MultiPoint"",""coordinates"":[]}"
851,2016-05-01,-0.07743473458476867,"{""type"":""MultiPoint"",""coordinates"":[]}"
852,2016-05-02,-0.029426439634534333,"{""type"":""MultiPoint"",""coordinates"":[]}"
853,2016-05-03,-0.05386779410798581,"{""type"":""MultiPoint"",""coordinates"":[]}"
854,2016-05-04,-0.058600685508872596,"{""type"":""MultiPoint"",""coordinates"":[]}"
855,2016-05-05,-0.07540008958390644,"{""type"":""MultiPoint"",""coordinates"":[]}"
856,2016-05-06,-0.023790526084922294,"{""type"":""MultiPoint"",""coordinates"":[]}"
857,2016-05-07,-0.04323239807600305,"{""type"":""MultiPoint"",""coordinates"":[]}"
858,2016-05-08,-0.0886973124544589,"{""type"":""MultiPoint"",""coordinates"":[]}"
859,2016-05-09,-0.07013959937066304,"{""type"":""MultiPoint"",""coordinates"":[]}"
860,2016-05-10,-0.03516936186420788,"{""type"":""MultiPoint"",""coordinates"":[]}"
861,2016-05-11,-0.0751469174801681,"{""type"":""MultiPoint"",""coordinates"":[]}"
862,2016-05-12,-0.07880693566929628,"{""type"":""MultiPoint"",""coordinates"":[]}"
863,2016-05-13,-0.09382238346934743,"{""type"":""MultiPoint"",""coordinates"":[]}"
864,2016-05-14,-0.07712620352967055,"{""type"":""MultiPoint"",""coordinates"":[]}"
865,2016-05-15,-0.0912964094377786,"{""type"":""MultiPoint"",""coordinates"":[]}"
866,2016-05-16,-0.06100691157438773,"{""type"":""MultiPoint"",""coordinates"":[]}"
867,2016-05-17,-0.09489688990045617,"{""type"":""MultiPoint"",""coordinates"":[]}"
868,2016-05-18,-0.08959252501178507,"{""type"":""MultiPoint"",""coordinates"":[]}"
869,2016-05-19,-0.082393853845454,"{""type"":""MultiPoint"",""coordinates"":[]}"
870,2016-05-20,-0.09896770965565473,"{""type"":""MultiPoint"",""coordinates"":[]}"
871,2016-05-21,-0.0937356490091728,"{""type"":""MultiPoint"",""coordinates"":[]}"
872,2016-05-22,-0.09281204691309715,"{""type"":""MultiPoint"",""coordinates"":[]}"
873,2016-05-23,-0.03706532665894702,"{""type"":""MultiPoint"",""coordinates"":[]}"
874,2016-05-24,-0.04195734994987357,"{""type"":""MultiPoint"",""coordinates"":[]}"
875,2016-05-25,-0.08068876865709398,"{""type"":""MultiPoint"",""coordinates"":[]}"
876,2016-05-26,-0.07703823265581197,"{""type"":""MultiPoint"",""coordinates"":[]}"
877,2016-05-27,-0.08311793337770271,"{""type"":""MultiPoint"",""coordinates"":[]}"
878,2016-05-28,-0.02740607274841896,"{""type"":""MultiPoint"",""coordinates"":[]}"
879,2016-05-29,-0.04923320257665582,"{""type"":""MultiPoint"",""coordinates"":[]}"
880,2016-05-30,-0.09762641912018911,"{""type"":""MultiPoint"",""coordinates"":[]}"
881,2016-05-31,-0.1090685507974075,"{""type"":""MultiPoint"",""coordinates"":[]}"
882,2016-06-01,-0.08113773535238704,"{""type"":""MultiPoint"",""coordinates"":[]}"
883,2016-06-02,-0.09192950963904127,"{""type"":""MultiPoint"",""coordinates"":[]}"
884,2016-06-03,-0.10446321844233908,"{""type"":""MultiPoint"",""coordinates"":[]}"
885,2016-06-04,-0.1022606138452156,"{""type"":""MultiPoint"",""coordinates"":[]}"
886,2016-06-05,-0.11535972853865524,"{""type"":""MultiPoint"",""coordinates"":[]}"
887,2016-06-06,-0.09173547980829327,"{""type"":""MultiPoint"",""coordinates"":[]}"
888,2016-06-07,-0.1180221901594429,"{""type"":""MultiPoint"",""coordinates"":[]}"
889,2016-06-08,-0.10904370918603397,"{""type"":""MultiPoint"",""coordinates"":[]}"
890,2016-06-09,-0.10196712352752903,"{""type"":""MultiPoint"",""coordinates"":[]}"
891,2016-06-10,-0.10354515636274508,"{""type"":""MultiPoint"",""coordinates"":[]}"
892,2016-06-11,-0.1067800938888593,"{""type"":""MultiPoint"",""coordinates"":[]}"
893,2016-06-12,-0.1011451346552962,"{""type"":""MultiPoint"",""coordinates"":[]}"
894,2016-06-13,-0.09614981378508262,"{""type"":""MultiPoint"",""coordinates"":[]}"
895,2016-06-14,-0.12537248839784526,"{""type"":""MultiPoint"",""coordinates"":[]}"
896,2016-06-15,-0.11469652797664683,"{""type"":""MultiPoint"",""coordinates"":[]}"
897,2016-06-16,-0.12085126781295509,"{""type"":""MultiPoint"",""coordinates"":[]}"
898,2016-06-17,-0.10529489190758282,"{""type"":""MultiPoint"",""coordinates"":[]}"
899,2016-06-18,-0.09993748279577053,"{""type"":""MultiPoint"",""coordinates"":[]}"
900,2016-06-19,-0.09663819480330824,"{""type"":""MultiPoint"",""coordinates"":[]}"
901,2016-06-20,-0.10414248650853547,"{""type"":""MultiPoint"",""coordinates"":[]}"
902,2016-06-21,-0.11032410418535162,"{""type"":""MultiPoint"",""coordinates"":[]}"
903,2016-06-22,-0.10605981852411708,"{""type"":""MultiPoint"",""coordinates"":[]}"
904,2016-06-23,-0.13007415016646853,"{""type"":""MultiPoint"",""coordinates"":[]}"
905,2016-06-24,-0.10655227255238411,"{""type"":""MultiPoint"",""coordinates"":[]}"
906,2016-06-25,-0.1255963248746064,"{""type"":""MultiPoint"",""coordinates"":[]}"
907,2016-06-26,-0.10820328617344839,"{""type"":""MultiPoint"",""coordinates"":[]}"
908,2016-06-27,-0.12403522773489603,"{""type"":""MultiPoint"",""coordinates"":[]}"
909,2016-06-28,-0.12439740841124552,"{""type"":""MultiPoint"",""coordinates"":[]}"
910,2016-06-29,-0.12822280313333967,"{""type"":""MultiPoint"",""coordinates"":[]}"
911,2016-06-30,-0.11676957654666197,"{""type"":""MultiPoint"",""coordinates"":[]}"
912,2016-07-01,-0.12038822729845576,"{""type"":""MultiPoint"",""coordinates"":[]}"
913,2016-07-02,-0.1310747372419962,"{""type"":""MultiPoint"",""coordinates"":[]}"
914,2016-07-03,-0.11793234288122498,"{""type"":""MultiPoint"",""coordinates"":[]}"
915,2016-07-04,-0.11758560992388989,"{""type"":""MultiPoint"",""coordinates"":[]}"
916,2016-07-05,-0.11261483113213143,"{""type"":""MultiPoint"",""coordinates"":[]}"
917,2016-07-06,-0.11183842118487114,"{""type"":""MultiPoint"",""coordinates"":[]}"
918,2016-07-07,-0.1335678667266887,"{""type"":""MultiPoint"",""coordinates"":[]}"
919,2016-07-08,-0.11767451146458492,"{""type"":""MultiPoint"",""coordinates"":[]}"
920,2016-07-09,-0.13224278600342348,"{""type"":""MultiPoint"",""coordinates"":[]}"
921,2016-07-10,-0.11900367386375942,"{""type"":""MultiPoint"",""coordinates"":[]}"
922,2016-07-11,-0.13027591945853736,"{""type"":""MultiPoint"",""coordinates"":[]}"
923,2016-07-12,-0.11694485613972302,"{""type"":""MultiPoint"",""coordinates"":[]}"
924,2016-07-13,-0.11782793043385786,"{""type"":""MultiPoint"",""coordinates"":[]}"
925,2016-07-14,-0.12247156775964962,"{""type"":""MultiPoint"",""coordinates"":[]}"
926,2016-07-15,-0.12394108018599015,"{""type"":""MultiPoint"",""coordinates"":[]}"
927,2016-07-16,-0.12586021720891732,"{""type"":""MultiPoint"",""coordinates"":[]}"
928,2016-07-17,-0.12525740384249098,"{""type"":""MultiPoint"",""coordinates"":[]}"
929,2016-07-18,-0.13516886335099523,"{""type"":""MultiPoint"",""coordinates"":[]}"
930,2016-07-19,-0.118124128888859,"{""type"":""MultiPoint"",""coordinates"":[]}"
931,2016-07-20,-0.12221074827460308,"{""type"":""MultiPoint"",""coordinates"":[]}"
932,2016-07-21,-0.13298097095947112,"{""type"":""MultiPoint"",""coordinates"":[]}"
933,2016-07-22,-0.11127759019589803,"{""type"":""MultiPoint"",""coordinates"":[]}"
934,2016-07-23,-0.12011797719454995,"{""type"":""MultiPoint"",""coordinates"":[]}"
935,2016-07-24,-0.11617131263976713,"{""type"":""MultiPoint"",""coordinates"":[]}"
936,2016-07-25,-0.13563396087350812,"{""type"":""MultiPoint"",""coordinates"":[]}"
937,2016-07-26,-0.11419368072663139,"{""type"":""MultiPoint"",""coordinates"":[]}"
938,2016-07-27,-0.13568100479049386,"{""type"":""MultiPoint"",""coordinates"":[]}"
939,2016-07-28,-0.12394871468072018,"{""type"":""MultiPoint"",""coordinates"":[]}"
940,2016-07-29,-0.11049921850463701,"{""type"":""MultiPoint"",""coordinates"":[]}"
941,2016-07-30,-0.13543332049959556,"{""type"":""MultiPoint"",""coordinates"":[]}"
942,2016-07-31,-0.12965717983762076,"{""type"":""MultiPoint"",""coordinates"":[]}"
943,2016-08-01,-0.133844330587114,"{""type"":""MultiPoint"",""coordinates"":[]}"
944,2016-08-02,-0.11982547852399787,"{""type"":""MultiPoint"",""coordinates"":[]}"
945,2016-08-03,-0.13905390204904505,"{""type"":""MultiPoint"",""coordinates"":[]}"
946,2016-08-04,-0.11498023980070145,"{""type"":""MultiPoint"",""coordinates"":[]}"
947,2016-08-05,-0.11786444119241414,"{""type"":""MultiPoint"",""coordinates"":[]}"
948,2016-08-06,-0.11070979929557156,"{""type"":""MultiPoint"",""coordinates"":[]}"
949,2016-08-07,-0.13350290588623473,"{""type"":""MultiPoint"",""coordinates"":[]}"
950,2016-08-08,-0.12498786428833937,"{""type"":""MultiPoint"",""coordinates"":[]}"
951,2016-08-09,-0.12485504984275649,"{""type"":""MultiPoint"",""coordinates"":[]}"
952,2016-08-10,-0.13996773783408892,"{""type"":""MultiPoint"",""coordinates"":[]}"
953,2016-08-11,-0.11897257723892242,"{""type"":""MultiPoint"",""coordinates"":[]}"
954,2016-08-12,-0.135363364138579,"{""type"":""MultiPoint"",""coordinates"":[]}"
955,2016-08-13,-0.13213947979223192,"{""type"":""MultiPoint"",""coordinates"":[]}"
956,2016-08-14,-0.11581108850610299,"{""type"":""MultiPoint"",""coordinates"":[]}"
957,2016-08-15,-0.13159600203016633,"{""type"":""MultiPoint"",""coordinates"":[]}"
958,2016-08-16,-0.11847439706885264,"{""type"":""MultiPoint"",""coordinates"":[]}"
959,2016-08-17,-0.13041160212161804,"{""type"":""MultiPoint"",""coordinates"":[]}"
960,2016-08-18,-0.11246663016884391,"{""type"":""MultiPoint"",""coordinates"":[]}"
961,2016-08-19,-0.13718886858855775,"{""type"":""MultiPoint"",""coordinates"":[]}"
962,2016-08-20,-0.11147237917258615,"{""type"":""MultiPoint"",""coordinates"":[]}"
963,2016-08-21,-0.11697292485141149,"{""type"":""MultiPoint"",""coordinates"":[]}"
964,2016-08-22,-0.1351911979350285,"{""type"":""MultiPoint"",""coordinates"":[]}"
965,2016-08-23,-0.12983610885882557,"{""type"":""MultiPoint"",""coordinates"":[]}"
966,2016-08-24,-0.1317289094188442,"{""type"":""MultiPoint"",""coordinates"":[]}"
967,2016-08-25,-0.0913647615742449,"{""type"":""MultiPoint"",""coordinates"":[]}"
968,2016-08-26,-0.11987630427820033,"{""type"":""MultiPoint"",""coordinates"":[]}"
969,2016-08-27,-0.12503774581375712,"{""type"":""MultiPoint"",""coordinates"":[]}"
970,2016-08-28,-0.12435232178576874,"{""type"":""MultiPoint"",""coordinates"":[]}"
971,2016-08-29,-0.11335817341552974,"{""type"":""MultiPoint"",""coordinates"":[]}"
972,2016-08-30,-0.11087214571929016,"{""type"":""MultiPoint"",""coordinates"":[]}"
973,2016-08-31,-0.13001007419457083,"{""type"":""MultiPoint"",""coordinates"":[]}"
974,2016-09-01,-0.1151969816048297,"{""type"":""MultiPoint"",""coordinates"":[]}"
975,2016-09-02,-0.12205854949771709,"{""type"":""MultiPoint"",""coordinates"":[]}"
976,2016-09-03,-0.09474664791024433,"{""type"":""MultiPoint"",""coordinates"":[]}"
977,2016-09-04,-0.11939860484577995,"{""type"":""MultiPoint"",""coordinates"":[]}"
978,2016-09-05,-0.10951255896368592,"{""type"":""MultiPoint"",""coordinates"":[]}"
979,2016-09-06,-0.10497387192847255,"{""type"":""MultiPoint"",""coordinates"":[]}"
980,2016-09-07,-0.1349917753700914,"{""type"":""MultiPoint"",""coordinates"":[]}"
981,2016-09-08,-0.13881715213202014,"{""type"":""MultiPoint"",""coordinates"":[]}"
982,2016-09-09,-0.1415115500963069,"{""type"":""MultiPoint"",""coordinates"":[]}"
983,2016-09-10,-0.11782412830059659,"{""type"":""MultiPoint"",""coordinates"":[]}"
984,2016-09-11,-0.14410672011605258,"{""type"":""MultiPoint"",""coordinates"":[]}"
985,2016-09-12,-0.129316225719324,"{""type"":""MultiPoint"",""coordinates"":[]}"
986,2016-09-13,-0.1421083672708283,"{""type"":""MultiPoint"",""coordinates"":[]}"
987,2016-09-14,-0.1243059373762294,"{""type"":""MultiPoint"",""coordinates"":[]}"
988,2016-09-15,-0.13881176888591376,"{""type"":""MultiPoint"",""coordinates"":[]}"
989,2016-09-16,-0.11898318766139426,"{""type"":""MultiPoint"",""coordinates"":[]}"
990,2016-09-17,-0.1389704957961505,"{""type"":""MultiPoint"",""coordinates"":[]}"
991,2016-09-18,-0.12434931444924519,"{""type"":""MultiPoint"",""coordinates"":[]}"
992,2016-09-19,-0.1353191112311006,"{""type"":""MultiPoint"",""coordinates"":[]}"
993,2016-09-20,-0.12500326158439395,"{""type"":""MultiPoint"",""coordinates"":[]}"
994,2016-09-21,-0.10975336861999771,"{""type"":""MultiPoint"",""coordinates"":[]}"
995,2016-09-22,-0.09640470974667428,"{""type"":""MultiPoint"",""coordinates"":[]}"
996,2016-09-23,-0.04609772419623822,"{""type"":""MultiPoint"",""coordinates"":[]}"
997,2016-09-24,-0.10980113172062965,"{""type"":""MultiPoint"",""coordinates"":[]}"
998,2016-09-25,-0.11096813386219352,"{""type"":""MultiPoint"",""coordinates"":[]}"
999,2016-09-26,-0.11646761325160561,"{""type"":""MultiPoint"",""coordinates"":[]}"
1000,2016-09-27,-0.13404893094949907,"{""type"":""MultiPoint"",""coordinates"":[]}"
1001,2016-09-28,-0.11364096889076769,"{""type"":""MultiPoint"",""coordinates"":[]}"
1002,2016-09-29,-0.1185999107055174,"{""type"":""MultiPoint"",""coordinates"":[]}"
1003,2016-09-30,-0.11827540118357076,"{""type"":""MultiPoint"",""coordinates"":[]}"
1004,2016-10-01,-0.13433247528868733,"{""type"":""MultiPoint"",""coordinates"":[]}"
1005,2016-10-02,-0.1352204971538324,"{""type"":""MultiPoint"",""coordinates"":[]}"
1006,2016-10-03,-0.11903574826453493,"{""type"":""MultiPoint"",""coordinates"":[]}"
1007,2016-10-04,-0.1273966233184267,"{""type"":""MultiPoint"",""coordinates"":[]}"
1008,2016-10-05,-0.13646439344275368,"{""type"":""MultiPoint"",""coordinates"":[]}"
1009,2016-10-06,-0.12576473243027217,"{""type"":""MultiPoint"",""coordinates"":[]}"
1010,2016-10-07,-0.12705696783603285,"{""type"":""MultiPoint"",""coordinates"":[]}"
1011,2016-10-08,-0.1336938876008466,"{""type"":""MultiPoint"",""coordinates"":[]}"
1012,2016-10-09,-0.1383910151396484,"{""type"":""MultiPoint"",""coordinates"":[]}"
1013,2016-10-10,-0.11374550386204123,"{""type"":""MultiPoint"",""coordinates"":[]}"
1014,2016-10-11,-0.1329997872697282,"{""type"":""MultiPoint"",""coordinates"":[]}"
1015,2016-10-12,-0.09414275150807663,"{""type"":""MultiPoint"",""coordinates"":[]}"
1016,2016-10-13,-0.14497700435816713,"{""type"":""MultiPoint"",""coordinates"":[]}"
1017,2016-10-14,-0.1309438545511098,"{""type"":""MultiPoint"",""coordinates"":[]}"
1018,2016-10-15,-0.13096676748401756,"{""type"":""MultiPoint"",""coordinates"":[]}"
1019,2016-10-16,-0.1436250092995504,"{""type"":""MultiPoint"",""coordinates"":[]}"
1020,2016-10-17,-0.12244829531138623,"{""type"":""MultiPoint"",""coordinates"":[]}"
1021,2016-10-18,-0.13901297083757067,"{""type"":""MultiPoint"",""coordinates"":[]}"
1022,2016-10-19,-0.1210338839751804,"{""type"":""MultiPoint"",""coordinates"":[]}"
1023,2016-10-20,-0.15276014358718323,"{""type"":""MultiPoint"",""coordinates"":[]}"
1024,2016-10-21,-0.12216931163673059,"{""type"":""MultiPoint"",""coordinates"":[]}"
1025,2016-10-22,-0.1229211449853132,"{""type"":""MultiPoint"",""coordinates"":[]}"
1026,2016-10-23,-0.1332792123874527,"{""type"":""MultiPoint"",""coordinates"":[]}"
1027,2016-10-24,-0.1467407930966777,"{""type"":""MultiPoint"",""coordinates"":[]}"
1028,2016-10-25,-0.0915629702108079,"{""type"":""MultiPoint"",""coordinates"":[]}"
1029,2016-10-26,-0.11974936074497969,"{""type"":""MultiPoint"",""coordinates"":[]}"
1030,2016-10-27,-0.11988756538631146,"{""type"":""MultiPoint"",""coordinates"":[]}"
1031,2016-10-28,-0.06802395779853943,"{""type"":""MultiPoint"",""coordinates"":[]}"
1032,2016-10-29,-0.12330862043753446,"{""type"":""MultiPoint"",""coordinates"":[]}"
1033,2016-10-30,-0.13800182210699458,"{""type"":""MultiPoint"",""coordinates"":[]}"
1034,2016-10-31,-0.12315631945072232,"{""type"":""MultiPoint"",""coordinates"":[]}"
1035,2016-11-01,-0.03194296509980475,"{""type"":""MultiPoint"",""coordinates"":[]}"
1036,2016-11-02,-0.10655799544746523,"{""type"":""MultiPoint"",""coordinates"":[]}"
1037,2016-11-03,-0.1297898113254928,"{""type"":""MultiPoint"",""coordinates"":[]}"
1038,2016-11-04,-0.12108103252029877,"{""type"":""MultiPoint"",""coordinates"":[]}"
1039,2016-11-05,-0.13924988225232765,"{""type"":""MultiPoint"",""coordinates"":[]}"
1040,2016-11-06,-0.11506806457786814,"{""type"":""MultiPoint"",""coordinates"":[]}"
1041,2016-11-07,-0.06828409248779246,"{""type"":""MultiPoint"",""coordinates"":[]}"
1042,2016-11-08,-0.11482930827710623,"{""type"":""MultiPoint"",""coordinates"":[]}"
1043,2016-11-09,-0.13043548456120888,"{""type"":""MultiPoint"",""coordinates"":[]}"
1044,2016-11-10,-0.021549447546285985,"{""type"":""MultiPoint"",""coordinates"":[]}"
1045,2016-11-11,-0.13337276782982124,"{""type"":""MultiPoint"",""coordinates"":[]}"
1046,2016-11-12,-0.08475247131878272,"{""type"":""MultiPoint"",""coordinates"":[]}"
1047,2016-11-13,-0.05143589389029105,"{""type"":""MultiPoint"",""coordinates"":[]}"
1048,2016-11-14,-0.13152311485764914,"{""type"":""MultiPoint"",""coordinates"":[]}"
1049,2016-11-15,-0.12593906276741135,"{""type"":""MultiPoint"",""coordinates"":[]}"
1050,2016-11-16,-0.02773766390563154,"{""type"":""MultiPoint"",""coordinates"":[]}"
1051,2016-11-17,-0.10057800213702582,"{""type"":""MultiPoint"",""coordinates"":[]}"
1052,2016-11-18,-0.11441753714956826,"{""type"":""MultiPoint"",""coordinates"":[]}"
1053,2016-11-19,-0.13095485797288026,"{""type"":""MultiPoint"",""coordinates"":[]}"
1054,2016-11-20,-0.058082272349538555,"{""type"":""MultiPoint"",""coordinates"":[]}"
1055,2016-11-21,-0.13603480598708162,"{""type"":""MultiPoint"",""coordinates"":[]}"
1056,2016-11-22,-0.13669710980247093,"{""type"":""MultiPoint"",""coordinates"":[]}"
1057,2016-11-23,-0.08059800708814249,"{""type"":""MultiPoint"",""coordinates"":[]}"
1058,2016-11-24,-0.13261315491010672,"{""type"":""MultiPoint"",""coordinates"":[]}"
1059,2016-11-25,-0.12216211976779195,"{""type"":""MultiPoint"",""coordinates"":[]}"
1060,2016-11-26,-0.15292421748848128,"{""type"":""MultiPoint"",""coordinates"":[]}"
1061,2016-11-27,-0.12102538550222583,"{""type"":""MultiPoint"",""coordinates"":[]}"
1062,2016-11-28,-0.14005084253502137,"{""type"":""MultiPoint"",""coordinates"":[]}"
1063,2016-11-29,-0.02166734490578283,"{""type"":""MultiPoint"",""coordinates"":[]}"
1064,2016-11-30,-0.011558258712401731,"{""type"":""MultiPoint"",""coordinates"":[]}"
1065,2016-12-01,-0.001996868917947102,"{""type"":""MultiPoint"",""coordinates"":[]}"
1066,2016-12-02,-0.017831019988807865,"{""type"":""MultiPoint"",""coordinates"":[]}"
1067,2016-12-03,-0.06224229180248802,"{""type"":""MultiPoint"",""coordinates"":[]}"
1068,2016-12-04,-0.09982841348143803,"{""type"":""MultiPoint"",""coordinates"":[]}"
1069,2016-12-05,-0.10226091825216681,"{""type"":""MultiPoint"",""coordinates"":[]}"
1070,2016-12-06,-0.10376117738553016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1071,2016-12-07,-0.10970960037947755,"{""type"":""MultiPoint"",""coordinates"":[]}"
1072,2016-12-08,-0.0432659454880619,"{""type"":""MultiPoint"",""coordinates"":[]}"
1073,2016-12-09,-0.10462908599398613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1074,2016-12-10,-0.1314142358732216,"{""type"":""MultiPoint"",""coordinates"":[]}"
1075,2016-12-11,-0.09598565459121006,"{""type"":""MultiPoint"",""coordinates"":[]}"
1076,2016-12-12,-0.01579661032191995,"{""type"":""MultiPoint"",""coordinates"":[]}"
1077,2016-12-13,-8.141452968002369E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
1078,2016-12-14,1.3632102349943218E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
1079,2016-12-15,-0.0725227978918398,"{""type"":""MultiPoint"",""coordinates"":[]}"
1080,2016-12-16,0.001189980728908617,"{""type"":""MultiPoint"",""coordinates"":[]}"
1081,2016-12-17,-0.024346681805820437,"{""type"":""MultiPoint"",""coordinates"":[]}"
1082,2016-12-18,0.003236275720700942,"{""type"":""MultiPoint"",""coordinates"":[]}"
1083,2016-12-19,-0.05129849207644278,"{""type"":""MultiPoint"",""coordinates"":[]}"
1084,2016-12-20,-0.07458847779948855,"{""type"":""MultiPoint"",""coordinates"":[]}"
1085,2016-12-21,-0.0014351699473610809,"{""type"":""MultiPoint"",""coordinates"":[]}"
1086,2016-12-22,-0.021031560801761568,"{""type"":""MultiPoint"",""coordinates"":[]}"
1087,2016-12-23,-0.11323128775758082,"{""type"":""MultiPoint"",""coordinates"":[]}"
1088,2016-12-24,-0.057980253518520285,"{""type"":""MultiPoint"",""coordinates"":[]}"
1089,2016-12-25,-0.004560273393277574,"{""type"":""MultiPoint"",""coordinates"":[]}"
1090,2016-12-26,-0.0072881900094394405,"{""type"":""MultiPoint"",""coordinates"":[]}"
1091,2016-12-27,0.005869793260054457,"{""type"":""MultiPoint"",""coordinates"":[]}"
1092,2016-12-28,-0.0688265614250025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1093,2016-12-29,-0.0980864710329725,"{""type"":""MultiPoint"",""coordinates"":[]}"
1094,2016-12-30,-0.0714431318380503,"{""type"":""MultiPoint"",""coordinates"":[]}"
1095,2016-12-31,-0.02370440760745209,"{""type"":""MultiPoint"",""coordinates"":[]}"
1096,2017-01-01,-0.0965093176695035,"{""type"":""MultiPoint"",""coordinates"":[]}"
1097,2017-01-02,-0.0011163801535178694,"{""type"":""MultiPoint"",""coordinates"":[]}"
1098,2017-01-03,-0.024717920346889105,"{""type"":""MultiPoint"",""coordinates"":[]}"
