system:index,date,sur_refl_b02_mean,.geo
776,2016-02-16,2195.3372160492368,"{""type"":""MultiPoint"",""coordinates"":[]}"
777,2016-02-17,3338.745762486234,"{""type"":""MultiPoint"",""coordinates"":[]}"
778,2016-02-18,2353.748082271498,"{""type"":""MultiPoint"",""coordinates"":[]}"
779,2016-02-19,,"{""type"":""MultiPoint"",""coordinates"":[]}"
780,2016-02-20,,"{""type"":""MultiPoint"",""coordinates"":[]}"
781,2016-02-21,,"{""type"":""MultiPoint"",""coordinates"":[]}"
782,2016-02-22,,"{""type"":""MultiPoint"",""coordinates"":[]}"
783,2016-02-23,,"{""type"":""MultiPoint"",""coordinates"":[]}"
784,2016-02-24,,"{""type"":""MultiPoint"",""coordinates"":[]}"
785,2016-02-25,,"{""type"":""MultiPoint"",""coordinates"":[]}"
786,2016-02-26,,"{""type"":""MultiPoint"",""coordinates"":[]}"
787,2016-02-27,,"{""type"":""MultiPoint"",""coordinates"":[]}"
788,2016-02-28,2055.365435375417,"{""type"":""MultiPoint"",""coordinates"":[]}"
789,2016-02-29,2825.262749086312,"{""type"":""MultiPoint"",""coordinates"":[]}"
790,2016-03-01,2098.9387890399435,"{""type"":""MultiPoint"",""coordinates"":[]}"
791,2016-03-02,3369.182981978961,"{""type"":""MultiPoint"",""coordinates"":[]}"
792,2016-03-03,5679.468609181229,"{""type"":""MultiPoint"",""coordinates"":[]}"
793,2016-03-04,3753.4150397485473,"{""type"":""MultiPoint"",""coordinates"":[]}"
794,2016-03-05,2664.655025125561,"{""type"":""MultiPoint"",""coordinates"":[]}"
795,2016-03-06,2513.8291643674315,"{""type"":""MultiPoint"",""coordinates"":[]}"
796,2016-03-07,2727.969683927998,"{""type"":""MultiPoint"",""coordinates"":[]}"
797,2016-03-08,2464.5964397474922,"{""type"":""MultiPoint"",""coordinates"":[]}"
798,2016-03-09,3155.92539941322,"{""type"":""MultiPoint"",""coordinates"":[]}"
799,2016-03-10,2685.032058171451,"{""type"":""MultiPoint"",""coordinates"":[]}"
800,2016-03-11,3344.224328484676,"{""type"":""MultiPoint"",""coordinates"":[]}"
801,2016-03-12,2384.808631027803,"{""type"":""MultiPoint"",""coordinates"":[]}"
802,2016-03-13,3429.313750328711,"{""type"":""MultiPoint"",""coordinates"":[]}"
803,2016-03-14,4861.578919936701,"{""type"":""MultiPoint"",""coordinates"":[]}"
804,2016-03-15,6182.717534497258,"{""type"":""MultiPoint"",""coordinates"":[]}"
805,2016-03-16,5771.742574078121,"{""type"":""MultiPoint"",""coordinates"":[]}"
806,2016-03-17,4389.797323535822,"{""type"":""MultiPoint"",""coordinates"":[]}"
807,2016-03-18,4581.951891857877,"{""type"":""MultiPoint"",""coordinates"":[]}"
808,2016-03-19,2590.938029383108,"{""type"":""MultiPoint"",""coordinates"":[]}"
809,2016-03-20,6777.608275380537,"{""type"":""MultiPoint"",""coordinates"":[]}"
810,2016-03-21,5605.544155630161,"{""type"":""MultiPoint"",""coordinates"":[]}"
811,2016-03-22,2694.6056523290886,"{""type"":""MultiPoint"",""coordinates"":[]}"
812,2016-03-23,3006.8028000430986,"{""type"":""MultiPoint"",""coordinates"":[]}"
813,2016-03-24,4350.472505295238,"{""type"":""MultiPoint"",""coordinates"":[]}"
814,2016-03-25,3157.1939546719695,"{""type"":""MultiPoint"",""coordinates"":[]}"
815,2016-03-26,6351.691664847785,"{""type"":""MultiPoint"",""coordinates"":[]}"
816,2016-03-27,3771.7151914003407,"{""type"":""MultiPoint"",""coordinates"":[]}"
817,2016-03-28,6214.360270569728,"{""type"":""MultiPoint"",""coordinates"":[]}"
818,2016-03-29,7307.166612290619,"{""type"":""MultiPoint"",""coordinates"":[]}"
819,2016-03-30,3114.191081099512,"{""type"":""MultiPoint"",""coordinates"":[]}"
820,2016-03-31,2413.1654354005304,"{""type"":""MultiPoint"",""coordinates"":[]}"
821,2016-04-01,3133.6620649806073,"{""type"":""MultiPoint"",""coordinates"":[]}"
822,2016-04-02,2329.1101268824063,"{""type"":""MultiPoint"",""coordinates"":[]}"
823,2016-04-03,3411.329481594523,"{""type"":""MultiPoint"",""coordinates"":[]}"
824,2016-04-04,2451.255342289168,"{""type"":""MultiPoint"",""coordinates"":[]}"
825,2016-04-05,3884.94275565707,"{""type"":""MultiPoint"",""coordinates"":[]}"
826,2016-04-06,2720.501704926628,"{""type"":""MultiPoint"",""coordinates"":[]}"
827,2016-04-07,2663.0370341811663,"{""type"":""MultiPoint"",""coordinates"":[]}"
828,2016-04-08,2984.1483651407707,"{""type"":""MultiPoint"",""coordinates"":[]}"
829,2016-04-09,6831.319238209039,"{""type"":""MultiPoint"",""coordinates"":[]}"
830,2016-04-10,6167.075599241525,"{""type"":""MultiPoint"",""coordinates"":[]}"
831,2016-04-11,2926.1321663493977,"{""type"":""MultiPoint"",""coordinates"":[]}"
832,2016-04-12,7933.20900115669,"{""type"":""MultiPoint"",""coordinates"":[]}"
833,2016-04-13,4667.03828123876,"{""type"":""MultiPoint"",""coordinates"":[]}"
834,2016-04-14,3385.0040970482014,"{""type"":""MultiPoint"",""coordinates"":[]}"
835,2016-04-15,2854.6108856601522,"{""type"":""MultiPoint"",""coordinates"":[]}"
836,2016-04-16,2429.5629916137573,"{""type"":""MultiPoint"",""coordinates"":[]}"
837,2016-04-17,3300.2470887774934,"{""type"":""MultiPoint"",""coordinates"":[]}"
838,2016-04-18,2435.262011783283,"{""type"":""MultiPoint"",""coordinates"":[]}"
839,2016-04-19,3381.2971042822787,"{""type"":""MultiPoint"",""coordinates"":[]}"
840,2016-04-20,2551.8303165994457,"{""type"":""MultiPoint"",""coordinates"":[]}"
841,2016-04-21,3997.9752392166756,"{""type"":""MultiPoint"",""coordinates"":[]}"
842,2016-04-22,2795.6168097384852,"{""type"":""MultiPoint"",""coordinates"":[]}"
843,2016-04-23,2803.9220086487094,"{""type"":""MultiPoint"",""coordinates"":[]}"
844,2016-04-24,3311.28863895466,"{""type"":""MultiPoint"",""coordinates"":[]}"
845,2016-04-25,2614.793568749504,"{""type"":""MultiPoint"",""coordinates"":[]}"
846,2016-04-26,3361.412065690595,"{""type"":""MultiPoint"",""coordinates"":[]}"
847,2016-04-27,3286.7598759783946,"{""type"":""MultiPoint"",""coordinates"":[]}"
848,2016-04-28,3550.7136196712513,"{""type"":""MultiPoint"",""coordinates"":[]}"
849,2016-04-29,2694.1605749279815,"{""type"":""MultiPoint"",""coordinates"":[]}"
850,2016-04-30,3466.4281068758883,"{""type"":""MultiPoint"",""coordinates"":[]}"
851,2016-05-01,2996.9530195762604,"{""type"":""MultiPoint"",""coordinates"":[]}"
852,2016-05-02,3073.1996909092877,"{""type"":""MultiPoint"",""coordinates"":[]}"
853,2016-05-03,4420.148819479305,"{""type"":""MultiPoint"",""coordinates"":[]}"
854,2016-05-04,3578.215982908537,"{""type"":""MultiPoint"",""coordinates"":[]}"
855,2016-05-05,3852.62351083992,"{""type"":""MultiPoint"",""coordinates"":[]}"
856,2016-05-06,5413.008085049367,"{""type"":""MultiPoint"",""coordinates"":[]}"
857,2016-05-07,5072.77466693767,"{""type"":""MultiPoint"",""coordinates"":[]}"
858,2016-05-08,3173.3417942513042,"{""type"":""MultiPoint"",""coordinates"":[]}"
859,2016-05-09,2779.2784573679123,"{""type"":""MultiPoint"",""coordinates"":[]}"
860,2016-05-10,3434.715199736351,"{""type"":""MultiPoint"",""coordinates"":[]}"
861,2016-05-11,2747.3058813689177,"{""type"":""MultiPoint"",""coordinates"":[]}"
862,2016-05-12,3418.585103919393,"{""type"":""MultiPoint"",""coordinates"":[]}"
863,2016-05-13,2648.9330035165963,"{""type"":""MultiPoint"",""coordinates"":[]}"
864,2016-05-14,3268.1726082507957,"{""type"":""MultiPoint"",""coordinates"":[]}"
865,2016-05-15,2705.0621798396173,"{""type"":""MultiPoint"",""coordinates"":[]}"
866,2016-05-16,3579.8794748399155,"{""type"":""MultiPoint"",""coordinates"":[]}"
867,2016-05-17,2996.1184763526117,"{""type"":""MultiPoint"",""coordinates"":[]}"
868,2016-05-18,2645.936189830567,"{""type"":""MultiPoint"",""coordinates"":[]}"
869,2016-05-19,4400.948303424484,"{""type"":""MultiPoint"",""coordinates"":[]}"
870,2016-05-20,2786.7054273184567,"{""type"":""MultiPoint"",""coordinates"":[]}"
871,2016-05-21,3315.9295715605763,"{""type"":""MultiPoint"",""coordinates"":[]}"
872,2016-05-22,2583.6722086929167,"{""type"":""MultiPoint"",""coordinates"":[]}"
873,2016-05-23,6528.043847201378,"{""type"":""MultiPoint"",""coordinates"":[]}"
874,2016-05-24,4975.400544548855,"{""type"":""MultiPoint"",""coordinates"":[]}"
875,2016-05-25,2604.56596543982,"{""type"":""MultiPoint"",""coordinates"":[]}"
876,2016-05-26,3293.1947794141247,"{""type"":""MultiPoint"",""coordinates"":[]}"
877,2016-05-27,3224.683281873246,"{""type"":""MultiPoint"",""coordinates"":[]}"
878,2016-05-28,6170.912235262515,"{""type"":""MultiPoint"",""coordinates"":[]}"
879,2016-05-29,3587.6358444498023,"{""type"":""MultiPoint"",""coordinates"":[]}"
880,2016-05-30,3194.6798383635073,"{""type"":""MultiPoint"",""coordinates"":[]}"
881,2016-05-31,2625.743954329665,"{""type"":""MultiPoint"",""coordinates"":[]}"
882,2016-06-01,3176.9680497050895,"{""type"":""MultiPoint"",""coordinates"":[]}"
883,2016-06-02,2942.928789047476,"{""type"":""MultiPoint"",""coordinates"":[]}"
884,2016-06-03,2494.092228292383,"{""type"":""MultiPoint"",""coordinates"":[]}"
885,2016-06-04,3264.993270713862,"{""type"":""MultiPoint"",""coordinates"":[]}"
886,2016-06-05,2417.2403812173698,"{""type"":""MultiPoint"",""coordinates"":[]}"
887,2016-06-06,3266.878632739683,"{""type"":""MultiPoint"",""coordinates"":[]}"
888,2016-06-07,2512.707863660121,"{""type"":""MultiPoint"",""coordinates"":[]}"
889,2016-06-08,3160.6895547670565,"{""type"":""MultiPoint"",""coordinates"":[]}"
890,2016-06-09,3334.0369575559575,"{""type"":""MultiPoint"",""coordinates"":[]}"
891,2016-06-10,3295.5830950797986,"{""type"":""MultiPoint"",""coordinates"":[]}"
892,2016-06-11,3599.125053264959,"{""type"":""MultiPoint"",""coordinates"":[]}"
893,2016-06-12,2323.083082646994,"{""type"":""MultiPoint"",""coordinates"":[]}"
894,2016-06-13,3325.386676908264,"{""type"":""MultiPoint"",""coordinates"":[]}"
895,2016-06-14,2411.143360267724,"{""type"":""MultiPoint"",""coordinates"":[]}"
896,2016-06-15,3147.013412106226,"{""type"":""MultiPoint"",""coordinates"":[]}"
897,2016-06-16,2945.6703504944558,"{""type"":""MultiPoint"",""coordinates"":[]}"
898,2016-06-17,3283.5681557481103,"{""type"":""MultiPoint"",""coordinates"":[]}"
899,2016-06-18,3135.3421936010177,"{""type"":""MultiPoint"",""coordinates"":[]}"
900,2016-06-19,2671.1304263848638,"{""type"":""MultiPoint"",""coordinates"":[]}"
901,2016-06-20,3370.8297818633255,"{""type"":""MultiPoint"",""coordinates"":[]}"
902,2016-06-21,2365.9678162446744,"{""type"":""MultiPoint"",""coordinates"":[]}"
903,2016-06-22,3202.4103398065017,"{""type"":""MultiPoint"",""coordinates"":[]}"
904,2016-06-23,2532.901010367153,"{""type"":""MultiPoint"",""coordinates"":[]}"
905,2016-06-24,3241.6530945924205,"{""type"":""MultiPoint"",""coordinates"":[]}"
906,2016-06-25,3030.9228635301406,"{""type"":""MultiPoint"",""coordinates"":[]}"
907,2016-06-26,2530.214884426418,"{""type"":""MultiPoint"",""coordinates"":[]}"
908,2016-06-27,3323.9799726243455,"{""type"":""MultiPoint"",""coordinates"":[]}"
909,2016-06-28,2463.6100072009767,"{""type"":""MultiPoint"",""coordinates"":[]}"
910,2016-06-29,3396.9208423674318,"{""type"":""MultiPoint"",""coordinates"":[]}"
911,2016-06-30,2404.7986360586947,"{""type"":""MultiPoint"",""coordinates"":[]}"
912,2016-07-01,3267.2315784159487,"{""type"":""MultiPoint"",""coordinates"":[]}"
913,2016-07-02,2757.313347455655,"{""type"":""MultiPoint"",""coordinates"":[]}"
914,2016-07-03,3250.060984727129,"{""type"":""MultiPoint"",""coordinates"":[]}"
915,2016-07-04,3113.9600723436465,"{""type"":""MultiPoint"",""coordinates"":[]}"
916,2016-07-05,3086.977859940325,"{""type"":""MultiPoint"",""coordinates"":[]}"
917,2016-07-06,3662.7352432044613,"{""type"":""MultiPoint"",""coordinates"":[]}"
918,2016-07-07,2373.9509872524823,"{""type"":""MultiPoint"",""coordinates"":[]}"
919,2016-07-08,3600.789686589152,"{""type"":""MultiPoint"",""coordinates"":[]}"
920,2016-07-09,2632.877251310652,"{""type"":""MultiPoint"",""coordinates"":[]}"
921,2016-07-10,3415.1192321405533,"{""type"":""MultiPoint"",""coordinates"":[]}"
922,2016-07-11,2925.5785038590643,"{""type"":""MultiPoint"",""coordinates"":[]}"
923,2016-07-12,2441.353604998033,"{""type"":""MultiPoint"",""coordinates"":[]}"
924,2016-07-13,3280.5875989993615,"{""type"":""MultiPoint"",""coordinates"":[]}"
925,2016-07-14,2322.0607761886913,"{""type"":""MultiPoint"",""coordinates"":[]}"
926,2016-07-15,3433.7486589526306,"{""type"":""MultiPoint"",""coordinates"":[]}"
927,2016-07-16,2399.503456570458,"{""type"":""MultiPoint"",""coordinates"":[]}"
928,2016-07-17,3305.7606854920227,"{""type"":""MultiPoint"",""coordinates"":[]}"
929,2016-07-18,2630.1562903647305,"{""type"":""MultiPoint"",""coordinates"":[]}"
930,2016-07-19,3302.2507431425493,"{""type"":""MultiPoint"",""coordinates"":[]}"
931,2016-07-20,2933.059841719112,"{""type"":""MultiPoint"",""coordinates"":[]}"
932,2016-07-21,2743.9914551478437,"{""type"":""MultiPoint"",""coordinates"":[]}"
933,2016-07-22,3510.6590140582557,"{""type"":""MultiPoint"",""coordinates"":[]}"
934,2016-07-23,2298.3014184775707,"{""type"":""MultiPoint"",""coordinates"":[]}"
935,2016-07-24,4232.653106293242,"{""type"":""MultiPoint"",""coordinates"":[]}"
936,2016-07-25,2687.9230969585306,"{""type"":""MultiPoint"",""coordinates"":[]}"
937,2016-07-26,3291.0656973182545,"{""type"":""MultiPoint"",""coordinates"":[]}"
938,2016-07-27,2710.2092494781336,"{""type"":""MultiPoint"",""coordinates"":[]}"
939,2016-07-28,2440.2529699957536,"{""type"":""MultiPoint"",""coordinates"":[]}"
940,2016-07-29,3191.8678753444447,"{""type"":""MultiPoint"",""coordinates"":[]}"
941,2016-07-30,2305.8167761464997,"{""type"":""MultiPoint"",""coordinates"":[]}"
942,2016-07-31,3355.6327529958658,"{""type"":""MultiPoint"",""coordinates"":[]}"
943,2016-08-01,2308.0537126857944,"{""type"":""MultiPoint"",""coordinates"":[]}"
944,2016-08-02,3290.2367633972226,"{""type"":""MultiPoint"",""coordinates"":[]}"
945,2016-08-03,2542.8589974438623,"{""type"":""MultiPoint"",""coordinates"":[]}"
946,2016-08-04,3352.5619677284562,"{""type"":""MultiPoint"",""coordinates"":[]}"
947,2016-08-05,2948.0244848667207,"{""type"":""MultiPoint"",""coordinates"":[]}"
948,2016-08-06,2472.5641084311223,"{""type"":""MultiPoint"",""coordinates"":[]}"
949,2016-08-07,3402.927558266183,"{""type"":""MultiPoint"",""coordinates"":[]}"
950,2016-08-08,2675.7569625581737,"{""type"":""MultiPoint"",""coordinates"":[]}"
951,2016-08-09,3396.6044926876225,"{""type"":""MultiPoint"",""coordinates"":[]}"
952,2016-08-10,2548.4511886890105,"{""type"":""MultiPoint"",""coordinates"":[]}"
953,2016-08-11,3526.0412638459343,"{""type"":""MultiPoint"",""coordinates"":[]}"
954,2016-08-12,2789.8052038439696,"{""type"":""MultiPoint"",""coordinates"":[]}"
955,2016-08-13,2423.7008128792736,"{""type"":""MultiPoint"",""coordinates"":[]}"
956,2016-08-14,3189.1765718014435,"{""type"":""MultiPoint"",""coordinates"":[]}"
957,2016-08-15,3126.54485503452,"{""type"":""MultiPoint"",""coordinates"":[]}"
958,2016-08-16,3424.051339816643,"{""type"":""MultiPoint"",""coordinates"":[]}"
959,2016-08-17,2692.5809966988963,"{""type"":""MultiPoint"",""coordinates"":[]}"
960,2016-08-18,3456.9292613587813,"{""type"":""MultiPoint"",""coordinates"":[]}"
961,2016-08-19,2514.84155610472,"{""type"":""MultiPoint"",""coordinates"":[]}"
962,2016-08-20,3292.6873347159258,"{""type"":""MultiPoint"",""coordinates"":[]}"
963,2016-08-21,2818.2266575375584,"{""type"":""MultiPoint"",""coordinates"":[]}"
964,2016-08-22,2362.7096615188134,"{""type"":""MultiPoint"",""coordinates"":[]}"
965,2016-08-23,3081.5822239044865,"{""type"":""MultiPoint"",""coordinates"":[]}"
966,2016-08-24,2536.731493270087,"{""type"":""MultiPoint"",""coordinates"":[]}"
967,2016-08-25,3507.1093502418944,"{""type"":""MultiPoint"",""coordinates"":[]}"
968,2016-08-26,2433.5398526599774,"{""type"":""MultiPoint"",""coordinates"":[]}"
969,2016-08-27,3151.7337313002436,"{""type"":""MultiPoint"",""coordinates"":[]}"
970,2016-08-28,2654.5335552567726,"{""type"":""MultiPoint"",""coordinates"":[]}"
971,2016-08-29,2302.329319840267,"{""type"":""MultiPoint"",""coordinates"":[]}"
972,2016-08-30,2961.450521713075,"{""type"":""MultiPoint"",""coordinates"":[]}"
973,2016-08-31,3395.72797918221,"{""type"":""MultiPoint"",""coordinates"":[]}"
974,2016-09-01,3167.201304163377,"{""type"":""MultiPoint"",""coordinates"":[]}"
975,2016-09-02,2286.033683249151,"{""type"":""MultiPoint"",""coordinates"":[]}"
976,2016-09-03,3788.430382832384,"{""type"":""MultiPoint"",""coordinates"":[]}"
977,2016-09-04,2928.1984791542054,"{""type"":""MultiPoint"",""coordinates"":[]}"
978,2016-09-05,3320.944983589952,"{""type"":""MultiPoint"",""coordinates"":[]}"
979,2016-09-06,3151.033923594265,"{""type"":""MultiPoint"",""coordinates"":[]}"
980,2016-09-07,2463.1063399007808,"{""type"":""MultiPoint"",""coordinates"":[]}"
981,2016-09-08,3012.6229636889275,"{""type"":""MultiPoint"",""coordinates"":[]}"
982,2016-09-09,2186.8520340693976,"{""type"":""MultiPoint"",""coordinates"":[]}"
983,2016-09-10,3131.0576512852344,"{""type"":""MultiPoint"",""coordinates"":[]}"
984,2016-09-11,2272.8608293357884,"{""type"":""MultiPoint"",""coordinates"":[]}"
985,2016-09-12,3220.824097829955,"{""type"":""MultiPoint"",""coordinates"":[]}"
986,2016-09-13,2542.4203363738825,"{""type"":""MultiPoint"",""coordinates"":[]}"
987,2016-09-14,2455.6041190756114,"{""type"":""MultiPoint"",""coordinates"":[]}"
988,2016-09-15,2871.5718171224244,"{""type"":""MultiPoint"",""coordinates"":[]}"
989,2016-09-16,2533.481001126392,"{""type"":""MultiPoint"",""coordinates"":[]}"
990,2016-09-17,3079.0942906307137,"{""type"":""MultiPoint"",""coordinates"":[]}"
991,2016-09-18,2204.1862531876304,"{""type"":""MultiPoint"",""coordinates"":[]}"
992,2016-09-19,3129.2327977097484,"{""type"":""MultiPoint"",""coordinates"":[]}"
993,2016-09-20,2350.400093258578,"{""type"":""MultiPoint"",""coordinates"":[]}"
994,2016-09-21,3204.808640321008,"{""type"":""MultiPoint"",""coordinates"":[]}"
995,2016-09-22,3653.5733408054516,"{""type"":""MultiPoint"",""coordinates"":[]}"
996,2016-09-23,4112.015799957956,"{""type"":""MultiPoint"",""coordinates"":[]}"
997,2016-09-24,2895.8767198556775,"{""type"":""MultiPoint"",""coordinates"":[]}"
998,2016-09-25,2224.486877866919,"{""type"":""MultiPoint"",""coordinates"":[]}"
999,2016-09-26,2995.3290903985335,"{""type"":""MultiPoint"",""coordinates"":[]}"
1000,2016-09-27,2321.355668679547,"{""type"":""MultiPoint"",""coordinates"":[]}"
1001,2016-09-28,3216.5635600952473,"{""type"":""MultiPoint"",""coordinates"":[]}"
1002,2016-09-29,2407.397751549721,"{""type"":""MultiPoint"",""coordinates"":[]}"
1003,2016-09-30,2193.076624496439,"{""type"":""MultiPoint"",""coordinates"":[]}"
1004,2016-10-01,2693.607096543604,"{""type"":""MultiPoint"",""coordinates"":[]}"
1005,2016-10-02,2107.9753402255405,"{""type"":""MultiPoint"",""coordinates"":[]}"
1006,2016-10-03,2890.1074514436236,"{""type"":""MultiPoint"",""coordinates"":[]}"
1007,2016-10-04,2167.193016758164,"{""type"":""MultiPoint"",""coordinates"":[]}"
1008,2016-10-05,3055.9686911874987,"{""type"":""MultiPoint"",""coordinates"":[]}"
1009,2016-10-06,2296.266033837647,"{""type"":""MultiPoint"",""coordinates"":[]}"
1010,2016-10-07,3177.631073016218,"{""type"":""MultiPoint"",""coordinates"":[]}"
1011,2016-10-08,2508.9272055604465,"{""type"":""MultiPoint"",""coordinates"":[]}"
1012,2016-10-09,2218.3390478180654,"{""type"":""MultiPoint"",""coordinates"":[]}"
1013,2016-10-10,2818.859093264357,"{""type"":""MultiPoint"",""coordinates"":[]}"
1014,2016-10-11,2333.691306808175,"{""type"":""MultiPoint"",""coordinates"":[]}"
1015,2016-10-12,3188.926754880438,"{""type"":""MultiPoint"",""coordinates"":[]}"
1016,2016-10-13,2272.2210200775958,"{""type"":""MultiPoint"",""coordinates"":[]}"
1017,2016-10-14,3073.775778538371,"{""type"":""MultiPoint"",""coordinates"":[]}"
1018,2016-10-15,2369.562671435318,"{""type"":""MultiPoint"",""coordinates"":[]}"
1019,2016-10-16,2226.1757658041633,"{""type"":""MultiPoint"",""coordinates"":[]}"
1020,2016-10-17,2581.398515548411,"{""type"":""MultiPoint"",""coordinates"":[]}"
1021,2016-10-18,2430.8954612230887,"{""type"":""MultiPoint"",""coordinates"":[]}"
1022,2016-10-19,2893.7828898506345,"{""type"":""MultiPoint"",""coordinates"":[]}"
1023,2016-10-20,2180.4235847262853,"{""type"":""MultiPoint"",""coordinates"":[]}"
1024,2016-10-21,3079.009581044669,"{""type"":""MultiPoint"",""coordinates"":[]}"
1025,2016-10-22,2447.6161509044005,"{""type"":""MultiPoint"",""coordinates"":[]}"
1026,2016-10-23,3210.3862004172856,"{""type"":""MultiPoint"",""coordinates"":[]}"
1027,2016-10-24,2418.9178353710963,"{""type"":""MultiPoint"",""coordinates"":[]}"
1028,2016-10-25,2766.339182067227,"{""type"":""MultiPoint"",""coordinates"":[]}"
1029,2016-10-26,2643.1753390701706,"{""type"":""MultiPoint"",""coordinates"":[]}"
1030,2016-10-27,2329.4058725027303,"{""type"":""MultiPoint"",""coordinates"":[]}"
1031,2016-10-28,3958.956536521226,"{""type"":""MultiPoint"",""coordinates"":[]}"
1032,2016-10-29,2144.445997268963,"{""type"":""MultiPoint"",""coordinates"":[]}"
1033,2016-10-30,3007.149859511102,"{""type"":""MultiPoint"",""coordinates"":[]}"
1034,2016-10-31,2583.565999221878,"{""type"":""MultiPoint"",""coordinates"":[]}"
1035,2016-11-01,5906.805469804177,"{""type"":""MultiPoint"",""coordinates"":[]}"
1036,2016-11-02,2584.6270416352722,"{""type"":""MultiPoint"",""coordinates"":[]}"
1037,2016-11-03,2052.8002439089914,"{""type"":""MultiPoint"",""coordinates"":[]}"
1038,2016-11-04,2733.8197433209525,"{""type"":""MultiPoint"",""coordinates"":[]}"
1039,2016-11-05,2214.9168752824057,"{""type"":""MultiPoint"",""coordinates"":[]}"
1040,2016-11-06,2899.421911897327,"{""type"":""MultiPoint"",""coordinates"":[]}"
1041,2016-11-07,2898.5360078299004,"{""type"":""MultiPoint"",""coordinates"":[]}"
1042,2016-11-08,3095.047718103392,"{""type"":""MultiPoint"",""coordinates"":[]}"
1043,2016-11-09,2423.055314684953,"{""type"":""MultiPoint"",""coordinates"":[]}"
1044,2016-11-10,4514.927787641687,"{""type"":""MultiPoint"",""coordinates"":[]}"
1045,2016-11-11,2576.7905146957587,"{""type"":""MultiPoint"",""coordinates"":[]}"
1046,2016-11-12,2559.964950043993,"{""type"":""MultiPoint"",""coordinates"":[]}"
1047,2016-11-13,4045.891369863747,"{""type"":""MultiPoint"",""coordinates"":[]}"
1048,2016-11-14,2171.7912257971816,"{""type"":""MultiPoint"",""coordinates"":[]}"
1049,2016-11-15,3021.932887714,"{""type"":""MultiPoint"",""coordinates"":[]}"
1050,2016-11-16,4132.295799998136,"{""type"":""MultiPoint"",""coordinates"":[]}"
1051,2016-11-17,2986.1082591990744,"{""type"":""MultiPoint"",""coordinates"":[]}"
1052,2016-11-18,2395.4362567975986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1053,2016-11-19,2115.8853523494104,"{""type"":""MultiPoint"",""coordinates"":[]}"
1054,2016-11-20,3533.194945564555,"{""type"":""MultiPoint"",""coordinates"":[]}"
1055,2016-11-21,2123.696061099008,"{""type"":""MultiPoint"",""coordinates"":[]}"
1056,2016-11-22,2857.6696516278284,"{""type"":""MultiPoint"",""coordinates"":[]}"
1057,2016-11-23,2983.3637041696816,"{""type"":""MultiPoint"",""coordinates"":[]}"
1058,2016-11-24,3137.2033302079667,"{""type"":""MultiPoint"",""coordinates"":[]}"
1059,2016-11-25,2255.439874084586,"{""type"":""MultiPoint"",""coordinates"":[]}"
1060,2016-11-26,1947.9721495161377,"{""type"":""MultiPoint"",""coordinates"":[]}"
1061,2016-11-27,2497.5965888318924,"{""type"":""MultiPoint"",""coordinates"":[]}"
1062,2016-11-28,1985.3877570293675,"{""type"":""MultiPoint"",""coordinates"":[]}"
1063,2016-11-29,4615.09839046425,"{""type"":""MultiPoint"",""coordinates"":[]}"
1064,2016-11-30,5665.69302454436,"{""type"":""MultiPoint"",""coordinates"":[]}"
1065,2016-12-01,8438.08702836662,"{""type"":""MultiPoint"",""coordinates"":[]}"
1066,2016-12-02,6660.460496364007,"{""type"":""MultiPoint"",""coordinates"":[]}"
1067,2016-12-03,4087.5951934531627,"{""type"":""MultiPoint"",""coordinates"":[]}"
1068,2016-12-04,2573.865718285506,"{""type"":""MultiPoint"",""coordinates"":[]}"
1069,2016-12-05,2618.4463753104087,"{""type"":""MultiPoint"",""coordinates"":[]}"
1070,2016-12-06,2849.2997472632933,"{""type"":""MultiPoint"",""coordinates"":[]}"
1071,2016-12-07,2216.941737264853,"{""type"":""MultiPoint"",""coordinates"":[]}"
1072,2016-12-08,5705.0198929966045,"{""type"":""MultiPoint"",""coordinates"":[]}"
1073,2016-12-09,2191.6444502521813,"{""type"":""MultiPoint"",""coordinates"":[]}"
1074,2016-12-10,3275.6664663185265,"{""type"":""MultiPoint"",""coordinates"":[]}"
1075,2016-12-11,3594.443994868136,"{""type"":""MultiPoint"",""coordinates"":[]}"
1076,2016-12-12,3968.7284717221487,"{""type"":""MultiPoint"",""coordinates"":[]}"
1077,2016-12-13,8042.497785932014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1078,2016-12-14,8627.603185736278,"{""type"":""MultiPoint"",""coordinates"":[]}"
1079,2016-12-15,4096.585913433022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1080,2016-12-16,6857.189775662693,"{""type"":""MultiPoint"",""coordinates"":[]}"
1081,2016-12-17,5198.095612825583,"{""type"":""MultiPoint"",""coordinates"":[]}"
1082,2016-12-18,6794.56487876258,"{""type"":""MultiPoint"",""coordinates"":[]}"
1083,2016-12-19,3450.210291447506,"{""type"":""MultiPoint"",""coordinates"":[]}"
1084,2016-12-20,2854.9843611661463,"{""type"":""MultiPoint"",""coordinates"":[]}"
1085,2016-12-21,6982.256012767354,"{""type"":""MultiPoint"",""coordinates"":[]}"
1086,2016-12-22,6019.455311858647,"{""type"":""MultiPoint"",""coordinates"":[]}"
1087,2016-12-23,2278.884919964138,"{""type"":""MultiPoint"",""coordinates"":[]}"
1088,2016-12-24,3833.9131801025896,"{""type"":""MultiPoint"",""coordinates"":[]}"
